-1,-4458.40000000049,155701,-0.0286343697214564,0.0775863572467534
-10,-84.3999999999999,1888,-0.0447033898305084,0.000940797056421413
-11,-103,911,-0.113062568605928,0.000453954511864358
-12,-53.2,382,-0.139267015706806,0.000190351946797129
-13,7.2,186,0.0387096774193548,9.26844557703299e-05
-14,-35,81,-0.432098765432099,4.03625855774017e-05
-15,-1,18,-0.0555555555555556,8.96946346164483e-06
-16,2.2,6,0.366666666666667,2.98982115388161e-06
-2,-4136.60000000036,124358,-0.033263642065652,0.0619680298424015
-3,-3176.40000000012,89076,-0.0356594368853577,0.0443868848505264
-4,-1886.39999999993,58567,-0.0322092646029321,0.029184142586564
-5,-1666.59999999996,35058,-0.0475383649951499,0.0174695250021302
-6,-1230.19999999999,21874,-0.0562402852701831,0.0108998913200011
-7,-829.399999999991,12624,-0.0657002534854239,0.00629058370776691
-8,-196.600000000001,6885,-0.0285548293391432,0.00343081977407915
-9,-170.6,3590,-0.0475208913649025,0.0017889096570725
0,-7797.20000000203,384033,-0.0203034635044437,0.191364997864769
1,-3917.80000000054,186699,-0.0209845794567756,0.0930327699347571
10,297.399999999996,26698,0.0111394111918494,0.0133037075277219
11,262.79999999999,17668,0.0148743491057273,0.00880402669113005
12,130.400000000001,11441,0.011397605104449,0.00570109063692658
13,142.399999999999,7027,0.0202646933257434,0.00350157887472101
14,-63.9999999999998,4160,-0.0153846153846153,0.00207294266669125
15,10.5999999999999,2276,0.00465729349736377,0.00113413882437242
16,42.0000000000002,1316,0.0319148936170214,0.000655767439751366
17,26.6,602,0.0441860465116279,0.000299978722439455
18,0.999999999999998,339,0.00294985250737463,0.000168924895194311
19,-2.2,171,-0.0128654970760234,8.52099028856259e-05
2,-2690.60000000008,180761,-0.0148848479483964,0.0900738435994656
20,18,69,0.260869565217391,3.43829432696385e-05
21,7.2,36,0.2,1.79389269232897e-05
22,1.4,18,0.0777777777777778,8.96946346164483e-06
23,3,6,0.5,2.98982115388161e-06
24,-1,2,-0.5,9.9660705129387e-07
25,2,1,2,4.98303525646935e-07
26,1.2,1,1.2,4.98303525646935e-07
3,-2447.60000000038,160964,-0.015205884545615,0.0802089287022332
4,-2003.79999999981,139922,-0.0143208358942826,0.0697236259155704
5,-1466.19999999983,115934,-0.0126468507944161,0.0577703209423518
6,-300.000000000021,92223,-0.00325298461338301,0.0459550460457373
7,-80.2000000000059,72003,-0.00111384247878569,0.0358793487571563
8,-120.000000000008,52911,-0.00226795940352684,0.026365737845505
9,193.799999999988,38323,0.00505701536936012,0.0190964860133675
